8.293385058641433716e-02 8.085341751575469971e-02
4.173679742962121964e-03 2.503241179510951042e-03
9.770920500159263611e-03 7.603621575981378555e-03
1.214952860027551651e-02 1.772353239357471466e-02
1.948527758941054344e-03 1.634592423215508461e-03
7.608151994645595551e-03 7.703281473368406296e-03
1.946334145031869411e-03 2.474179491400718689e-03
2.722176723182201385e-03 3.567027393728494644e-03
7.573500275611877441e-03 9.863598272204399109e-03
3.974154591560363770e-03 3.089088015258312225e-03
1.610545441508293152e-02 1.712053269147872925e-02
6.335996091365814209e-02 9.828509390354156494e-02
2.025016583502292633e-03 1.686998410150408745e-03
3.155137598514556885e-02 2.726042084395885468e-02
5.966540426015853882e-03 5.478606093674898148e-03
4.288355354219675064e-03 4.192282445728778839e-03
2.548288786783814430e-03 2.516883658245205879e-03
9.014077484607696533e-03 9.132803417742252350e-03
1.612196490168571472e-02 2.715277113020420074e-02
1.427377457730472088e-03 1.897642854601144791e-03
1.409629173576831818e-02 1.416804268956184387e-02
6.958342157304286957e-03 6.484505254775285721e-03
7.948612794280052185e-03 1.174332760274410248e-02
3.714307444170117378e-03 4.121694713830947876e-03
6.499120499938726425e-03 7.201001048088073730e-03
1.020210213027894497e-03 1.402655849233269691e-03
1.146878488361835480e-02 1.685774140059947968e-02
1.478323061019182205e-02 1.554295513778924942e-02
3.148630261421203613e-02 2.532856166362762451e-02
3.187777101993560791e-02 1.856033317744731903e-02
2.715327311307191849e-03 2.092326292768120766e-03
4.084405023604631424e-03 4.589306190609931946e-03
3.028400242328643799e-03 4.098458681255578995e-03
7.084833923727273941e-03 7.517592981457710266e-03
1.026392951607704163e-01 1.035496592521667480e-01
7.899822667241096497e-03 9.859628044068813324e-03
4.294260870665311813e-03 4.637287463992834091e-03
5.314842332154512405e-03 5.163528025150299072e-03
3.638165537267923355e-03 4.004527814686298370e-03
2.334419637918472290e-02 2.328621782362461090e-02
8.069744333624839783e-03 7.048833183944225311e-03
2.949829678982496262e-03 3.081907052546739578e-03
7.802119012922048569e-03 7.509480696171522141e-03
1.475554797798395157e-02 1.608593389391899109e-02
8.879897184669971466e-03 6.947932299226522446e-03
1.338762510567903519e-02 1.758154109120368958e-02
6.101807579398155212e-03 7.082660216838121414e-03
