1.027800142765045166e-02 1.284825848415493965e-03 1.340100861852988601e-04 1.405104267178103328e-04 2.441643970087170601e-03 3.835137188434600830e-02 6.144000217318534851e-04 5.165826994925737381e-03 3.038686700165271759e-03 6.931935995817184448e-02 1.158509589731693268e-02 3.804375417530536652e-03 6.141326855868101120e-03 9.836866520345211029e-03 9.720951202325522900e-04 5.617390852421522141e-04 1.026185695081949234e-03 4.203690332360565662e-04 1.537248026579618454e-03 7.141122478060424328e-04
3.728671799763105810e-05 8.507164893671870232e-04 3.818132245214655995e-05 4.178055678494274616e-05 2.748457518464419991e-05 3.914296758011914790e-05 1.270882785320281982e-04 2.535188832553103566e-05 3.039233524759765714e-05 3.397079854039475322e-05 3.013585410371888429e-05 4.016185630462132394e-05 1.931302176672033966e-05 2.020760002778843045e-04 3.166369060636498034e-05 3.297298098914325237e-05 2.863699774025008082e-05 3.996827217633835971e-05 4.752403765451163054e-05 5.728173069655895233e-03
8.183481259038671851e-05 3.260411322116851807e-04 9.222477674484252930e-04 6.791529012843966484e-04 2.499799011275172234e-04 3.792807983700186014e-04 1.293849345529451966e-04 3.168085531797260046e-04 5.424414848675951362e-05 6.347337039187550545e-04 2.592257806099951267e-04 9.516629390418529510e-03 6.219127681106328964e-04 3.346796147525310516e-03 1.444522931706160307e-04 1.009523693937808275e-04 1.534319017082452774e-04 1.784466323442757130e-03 2.961978898383677006e-04 9.779749962035566568e-05
7.441292982548475266e-03 8.724988438189029694e-03 6.854102684883400798e-05 4.214335422147996724e-05 2.174574765376746655e-04 2.343541855225339532e-04 1.171469339169561863e-03 7.221856154501438141e-03 7.961401570355519652e-05 4.535097978077828884e-04 2.803795970976352692e-03 8.191927918232977390e-05 2.484091783117037266e-05 4.308033385314047337e-04 1.079140056390315294e-04 2.460135146975517273e-04 1.664252369664609432e-03 1.745267509249970317e-04 1.274933893000707030e-04 9.501737804384902120e-05
1.963489194167777896e-05 2.209264494013041258e-05 3.339430622872896492e-05 1.177643571281805634e-04 5.263437924440950155e-05 2.394097464275546372e-05 3.846165054710581899e-05 2.043211497948504984e-05 1.974085353140253574e-05 4.887151953880675137e-05 1.873766996141057462e-05 5.189945295569486916e-05 4.543139584711752832e-05 2.097926881106104702e-05 2.665404281287919730e-05 1.699266140349209309e-03 2.838979999069124460e-04 1.272589666768908501e-03 2.249192220915574580e-05 1.562597171869128942e-04
1.137291640043258667e-02 7.319870201172307134e-05 3.184029992553405464e-05 2.795600630633998662e-05 7.371486572083085775e-05 4.024512309115380049e-04 8.404698746744543314e-05 1.779133890522643924e-04 2.824781768140383065e-05 2.136814291588962078e-04 2.023082226514816284e-03 1.333377003902569413e-04 1.965818773896899074e-05 2.565556787885725498e-04 1.315745175816118717e-04 2.040421168203465641e-05 2.575205326138529927e-05 1.288122293772175908e-04 2.729849366005510092e-04 6.335724901873618364e-05
3.781474151764996350e-05 2.080147387459874153e-04 3.018775896634906530e-04 4.399885801831260324e-05 3.682971146190539002e-05 2.555931278038769960e-04 3.923442272935062647e-05 1.076843182090669870e-04 4.896806058241054416e-05 6.572483835043385625e-05 9.324716666014865041e-05 2.287608367623761296e-04 8.233457629103213549e-05 1.115963823394849896e-04 2.125654718838632107e-04 2.649574707902502269e-05 1.819774741306900978e-03 1.066966913640499115e-03 2.820540103130042553e-04 1.956342457560822368e-04
9.923285688273608685e-05 8.957766694948077202e-04 9.343994897790253162e-04 9.132194099947810173e-05 6.894358375575393438e-05 6.464987382059916854e-05 2.819013752741739154e-05 6.279314402490854263e-05 1.579683157615363598e-03 8.537490793969482183e-05 5.425924609880894423e-05 8.375263860216364264e-05 6.235972978174686432e-04 8.551801147405058146e-05 1.160458195954561234e-03 5.525160304387100041e-05 6.463374011218547821e-04 2.163303142879158258e-04 1.414473517797887325e-04 1.093302926165051758e-04
1.291538501391187310e-04 4.977779462933540344e-04 9.993870044127106667e-04 2.135840244591236115e-03 1.894743414595723152e-03 1.875735353678464890e-03 2.548327320255339146e-04 1.374746207147836685e-04 6.924737826921045780e-04 6.764178397133946419e-04 6.053614779375493526e-04 3.097237495239824057e-04 1.881994772702455521e-03 9.735907078720629215e-04 1.948737772181630135e-03 3.795089432969689369e-04 4.217805399093776941e-04 7.445703377015888691e-04 2.410081913694739342e-03 1.320592127740383148e-04
2.045246401394251734e-05 1.245286402991041541e-04 2.176197449443861842e-04 2.486031444277614355e-04 3.830928471870720387e-05 1.462241343688219786e-04 5.136643536388874054e-03 3.939171074307523668e-05 2.741714706644415855e-04 1.213335199281573296e-04 2.850870077963918447e-05 1.154693818534724414e-04 3.758778984774835408e-05 2.919026883319020271e-05 8.793914457783102989e-05 2.407053216302301735e-05 9.087474900297820568e-04 8.614731486886739731e-04 2.287552342750132084e-05 7.395615102723240852e-05
